"id","tweet_id","pub_date","original_text","category","subcategory","countries","entities_people","entities_orgs","entities_weapons","entities_locations","lat","lng","sentiment","severity","is_breaking","summary","context","implications","confirmation_status","source_count","sources_json","images","source","source_url","perspective","enriched_at","tier"
"9912","2041823127798423800","2026-04-08T10:20:02.000Z","Kuwait says Iran and its proxies must stop attacks and open the Strait of Hormuz.","military","military_operation","IR;KW","","","","Kuwait;Iran;Strait of Hormuz","26.5","56.3","escalatory","4","FALSE","Kuwait says Iran and its proxies must stop attacks and open the Strait of Hormuz.","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9913","2041823526823588000","2026-04-08T10:30:02.000Z","BREAKING: Iranian state media reports attack at Lavan oil refinery","military","military_operation","IR","","","","Iran","32.43","53.69","escalatory","4","TRUE","BREAKING: Iranian state media reports attack at Lavan oil refinery","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9914","2041840494637150700","2026-04-08T11:30:02.000Z","BREAKING: Trump post about Iran https://t.co/oWePjI1uvh","political","statement","IR;US","Donald Trump","","","Iran","32.43","53.69","escalatory","4","TRUE","BREAKING: Trump post about Iran https://t.co/oWePjI1uvh","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9915","2041839007362118000","2026-04-08T11:30:03.000Z","BREAKING: Israeli strikes on suburbs south of Beirut","military","airstrike","IL","","","","Israel;Beirut","33.89","35.5","escalatory","4","TRUE","BREAKING: Israeli strikes on suburbs south of Beirut","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9916","2041842665172693200","2026-04-08T11:40:01.000Z","BREAKING: Trump says any country supplying weapons to Iran will have tariffs of 50% imposed immediately","nuclear","nuclear_program","IR;US","Donald Trump","United Nations","","Iran","32.43","53.69","escalatory","4","TRUE","BREAKING: Trump says any country supplying weapons to Iran will have tariffs of 50% imposed immediately","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9917","2041842331922657500","2026-04-08T11:40:02.000Z","BREAKING: Israeli military has conducted 100 strikes on Hezbollah targets in space of 10 minutes","military","airstrike","IL;LB","","Hezbollah","","Israel","31.5","34.8","escalatory","4","TRUE","BREAKING: Israeli military has conducted 100 strikes on Hezbollah targets in space of 10 minutes","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9920","2041962582194712800","2026-04-08T19:40:05.000Z","BREAKING: Iran will limit number of ships crossing the Strait of Hormuz to around 12 per day and impose tolls, according to Wall Street Journal report.","political","statement","IR","","United Nations;WSJ","","Iran;Strait of Hormuz","26.5","56.3","escalatory","4","TRUE","BREAKING: Iran will limit number of ships crossing the Strait of Hormuz to around 12 per day and impose tolls, according to Wall Street Jour","As part of the ceasefire arrangement, Iran sought to preserve leverage by imposing tolls on Strait of Hormuz transits, demanding payment in cryptocurrency or Chinese yuan to circumvent US financial sanctions.","The toll demand effectively kept the Hormuz closure as an economic weapon while technically complying with ceasefire terms, creating a new flashpoint in US-Iran relations.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9919","2041962864832082200","2026-04-08T19:40:05.000Z","BREAKING: Iran's Speaker of Parliament says 10-point plan has been violated","political","leadership","IR","","","","Iran","32.43","53.69","escalatory","4","TRUE","BREAKING: Iran's Speaker of Parliament says 10-point plan has been violated","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/United_States_Capitol_west_front_edit2.jpg/1280px-United_States_Capitol_west_front_edit2.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9918","2041963399178023000","2026-04-08T19:40:05.000Z","BREAKING: Iran is requiring ships to pay tolls to pass through Strait of Hormuz in either cryptocurrency or Chinese yuan, according to WSJ.","economic","trade","IR","","","","Iran;Strait of Hormuz","26.5","56.3","escalatory","4","TRUE","BREAKING: Iran is requiring ships to pay tolls to pass through Strait of Hormuz in either cryptocurrency or Chinese yuan, according to WSJ.","As part of the ceasefire arrangement, Iran sought to preserve leverage by imposing tolls on Strait of Hormuz transits, demanding payment in cryptocurrency or Chinese yuan to circumvent US financial sanctions.","The toll demand effectively kept the Hormuz closure as an economic weapon while technically complying with ceasefire terms, creating a new flashpoint in US-Iran relations.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9921","2041965132717420500","2026-04-08T19:50:02.000Z","BREAKING: Iran's Press TV says that the Strait of Hormuz has been closed","political","statement","IR","","","","Iran;Strait of Hormuz","26.5","56.3","escalatory","4","TRUE","BREAKING: Iran's Press TV says that the Strait of Hormuz has been closed","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9922","2041968049230901500","2026-04-08T20:00:04.000Z","Despite ceasefire agreement, all indications are that maritime traffic through the Strait of Hormuz remains severely disrupted.","diplomatic","ceasefire","","","","","Strait of Hormuz","26.5","56.3","de-escalatory","3","FALSE","Despite ceasefire agreement, all indications are that maritime traffic through the Strait of Hormuz remains severely disrupted.","Diplomatic efforts to resolve the 2026 US-Iran war continued through Pakistani mediation in Islamabad, with key sticking points over Hormuz access, nuclear program, and Lebanon.","A breakthrough deal would de-escalate regional tensions but face significant implementation challenges given both sides' domestic political constraints.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9923","2041966860149899800","2026-04-08T20:00:05.000Z","BREAKING: US Vice President JD Vance says the 'Iranians thought that the ceasefire included Lebanon and it just didn't. We never made that promise.'","diplomatic","ceasefire","IR;US;LB","JD Vance","","","Lebanon;Iran","32.43","53.69","de-escalatory","3","TRUE","BREAKING: US Vice President JD Vance says the 'Iranians thought that the ceasefire included Lebanon and it just didn't. We never made that p","Diplomatic efforts to resolve the 2026 US-Iran war continued through Pakistani mediation in Islamabad, with key sticking points over Hormuz access, nuclear program, and Lebanon.","A breakthrough deal would de-escalate regional tensions but face significant implementation challenges given both sides' domestic political constraints.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9924","2041969549181120800","2026-04-08T20:10:02.000Z","BREAKING: US S&amp;P 500 up 2.6% despite fragility of Middle East ceasefire","diplomatic","ceasefire","US","","","","","37.09","-95.71","de-escalatory","3","TRUE","BREAKING: US S&amp;P 500 up 2.6% despite fragility of Middle East ceasefire","Diplomatic efforts to resolve the 2026 US-Iran war continued through Pakistani mediation in Islamabad, with key sticking points over Hormuz access, nuclear program, and Lebanon.","A breakthrough deal would de-escalate regional tensions but face significant implementation challenges given both sides' domestic political constraints.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9925","2041972995904942600","2026-04-08T20:20:03.000Z","BREAKING: Trump administration considering plan to punish members of NATO who were unhelpful to the U.S. and Israel during Iran war, and possibly moving U.S. troops out of those countries and stationing them in countries that were more supportive, according to WSJ report.","military","military_operation","IR;IL;US;NATO","Donald Trump","United Nations;NATO","","Iran;Israel","31.5","34.8","escalatory","4","TRUE","BREAKING: Trump administration considering plan to punish members of NATO who were unhelpful to the U.S. and Israel during Iran war, and pos","The Trump administration considered punitive measures against NATO allies deemed insufficiently supportive during the Iran war, including troop withdrawals, as a post-conflict settling of accounts.","NATO relations reached a new low, with the US-Iran conflict accelerating the transatlantic divide and potentially prompting European defense autonomy discussions.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9926","2041972015951966200","2026-04-08T20:20:04.000Z","Over $1.5 trillion in market value was added to the US stock market today. https://t.co/EV0K4Ojq8F","economic","financial_markets","","","","","","","","neutral","1","FALSE","Over $1.5 trillion in market value was added to the US stock market today. https://t.co/EV0K4Ojq8F","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","confirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9928","2041977894193524700","2026-04-08T20:40:03.000Z","The ceasefire is now 'shaky' as Israel 'pounded Lebanon with its heaviest strikes' yet and as the US and Iran 'laid out sharply contrasting agendas for talks', according to Reuters report.","military","airstrike","IR;IL;US;LB","","United Nations;European Union;Reuters","","Iran;Lebanon;Israel","31.5","34.8","de-escalatory","3","FALSE","The ceasefire is now 'shaky' as Israel 'pounded Lebanon with its heaviest strikes' yet and as the US and Iran 'laid out sharply contrasting ","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9927","2041978199392100900","2026-04-08T20:40:03.000Z","BREAKING: Lebanon's health ministry says 182 people were killed in today's Israeli strikes, the highest toll of the war so far.","military","airstrike","IL;LB","","","","Lebanon;Israel","31.5","34.8","escalatory","4","TRUE","BREAKING: Lebanon's health ministry says 182 people were killed in today's Israeli strikes, the highest toll of the war so far.","Israeli forces exploited ambiguity in ceasefire terms (which Trump stated did not cover Lebanon) to continue intensive strikes on Hezbollah in southern Lebanon and Beirut suburbs.","Israeli refusal to extend ceasefire to Lebanon undermined the broader peace framework and drew European criticism, complicating US diplomatic management of the ceasefire's implementation.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9929","2041989109535928800","2026-04-08T21:20:02.000Z","Iranian opposition figure Reza Pahlavi says that 'Ali Khamenei is dead but the regime has not changed, because its nature and its DNA are unchangeable. We see it clearly at this very moment.' https://t.co/KiSVs8oaWJ","military","casualties","IR","Reza Pahlavi","United Nations","","Iran","32.43","53.69","escalatory","4","FALSE","Iranian opposition figure Reza Pahlavi says that 'Ali Khamenei is dead but the regime has not changed, because its nature and its DNA are un","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9930","2042004177212326100","2026-04-08T22:20:02.000Z","BREAKING: Oil company executives are reaching out to the White House to 'protest allowing Iran to charge tolls through the strategic Strait of Hormuz as a condition of peace talks', according to Politico report.","diplomatic","negotiations","IR;US","","White House","","Iran;Strait of Hormuz","26.5","56.3","de-escalatory","3","TRUE","BREAKING: Oil company executives are reaching out to the White House to 'protest allowing Iran to charge tolls through the strategic Strait ","As part of the ceasefire arrangement, Iran sought to preserve leverage by imposing tolls on Strait of Hormuz transits, demanding payment in cryptocurrency or Chinese yuan to circumvent US financial sanctions.","The toll demand effectively kept the Hormuz closure as an economic weapon while technically complying with ceasefire terms, creating a new flashpoint in US-Iran relations.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/WhiteHouseSouthFacade.JPG/1280px-WhiteHouseSouthFacade.JPG","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9931","2042006416161174000","2026-04-08T22:30:02.000Z","BREAKING: Renewed Israeli strikes on suburbs south of Beirut","military","airstrike","IL","","","","Israel;Beirut","33.89","35.5","escalatory","4","TRUE","BREAKING: Renewed Israeli strikes on suburbs south of Beirut","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9932","2042024474925728000","2026-04-08T23:40:02.000Z","BREAKING: Trump says NATO was not there when they were needed by the US https://t.co/EhzI4p3apl","political","statement","US;NATO","Donald Trump","NATO","","","37.09","-95.71","escalatory","4","TRUE","BREAKING: Trump says NATO was not there when they were needed by the US https://t.co/EhzI4p3apl","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9933","2042038216069710000","2026-04-09T00:40:07.000Z","BREAKING: New York Times reports that no oil tankers have crossed Strait of Hormuz since ceasefire, citing data from shipping intelligence firm Kpler.","diplomatic","ceasefire","","","","","Strait of Hormuz","26.5","56.3","de-escalatory","3","TRUE","BREAKING: New York Times reports that no oil tankers have crossed Strait of Hormuz since ceasefire, citing data from shipping intelligence f","Diplomatic efforts to resolve the 2026 US-Iran war continued through Pakistani mediation in Islamabad, with key sticking points over Hormuz access, nuclear program, and Lebanon.","A breakthrough deal would de-escalate regional tensions but face significant implementation challenges given both sides' domestic political constraints.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9934","2042042109604328000","2026-04-09T00:50:02.000Z","BREAKING: Oil prices up 3%","economic","oil_prices","","","","","","","","escalatory","2","TRUE","BREAKING: Oil prices up 3%","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","confirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Pumpjacks.JPG/1280px-Pumpjacks.JPG","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9935","2042052281882071300","2026-04-09T01:30:02.000Z","BREAKING: US crude oil price is now up 4%","economic","oil_prices","","","","","","","","escalatory","2","TRUE","BREAKING: US crude oil price is now up 4%","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","confirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Pumpjacks.JPG/1280px-Pumpjacks.JPG","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9936","2042073906295795700","2026-04-09T03:00:07.000Z","🇯🇵 Japan's Nikkei 225 turns negative amid ongoing concerns over Middle East ceasefire.","economic","financial_markets","","","","","","","","neutral","1","FALSE","🇯🇵 Japan's Nikkei 225 turns negative amid ongoing concerns over Middle East ceasefire.","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","confirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9937","2042076122297593900","2026-04-09T03:10:03.000Z","Trump post on 10-point plan published by some media outlets. https://t.co/sOk3wgQso8","political","statement","US","Donald Trump","","","","37.09","-95.71","neutral","2","FALSE","Trump post on 10-point plan published by some media outlets. https://t.co/sOk3wgQso8","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9938","2042082128545137000","2026-04-09T03:30:02.000Z","BREAKING: 254 people killed and over 1,000 wounded across Lebanon in yesterday's Israeli strikes, according to the country's civil defence service.","military","airstrike","IL;LB","","United Nations","","Lebanon;Israel","31.5","34.8","escalatory","4","TRUE","BREAKING: 254 people killed and over 1,000 wounded across Lebanon in yesterday's Israeli strikes, according to the country's civil defence s","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9939","2042086281145152000","2026-04-09T03:50:02.000Z","BREAKING: Hezbollah launches projectiles at Israeli territory","political","statement","IL;LB","","United Nations;Hezbollah","","Israel","31.5","34.8","escalatory","4","TRUE","BREAKING: Hezbollah launches projectiles at Israeli territory","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9940","2042088240451395800","2026-04-09T04:00:02.000Z","BREAKING: Trump says US military assets will remain in place until a 'real agreement' is reached and complied with https://t.co/PUBjyicoM2","military","military_operation","US","Donald Trump","United Nations;US Military","","","37.09","-95.71","de-escalatory","3","TRUE","BREAKING: Trump says US military assets will remain in place until a 'real agreement' is reached and complied with https://t.co/PUBjyicoM2","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9941","2042096448146420000","2026-04-09T04:30:02.000Z","BREAKING: 🇯🇵 Japan considers release of about 20 days worth of oil reserves","economic","energy","JP","","","","","","","escalatory","4","TRUE","BREAKING: 🇯🇵 Japan considers release of about 20 days worth of oil reserves","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9942","2042111861886480400","2026-04-09T05:30:02.000Z","BREAKING: UK says Lebanon should be covered by ceasefire","diplomatic","ceasefire","LB;GB","","","","Lebanon","33.89","35.5","de-escalatory","3","TRUE","BREAKING: UK says Lebanon should be covered by ceasefire","Diplomatic efforts to resolve the 2026 US-Iran war continued through Pakistani mediation in Islamabad, with key sticking points over Hormuz access, nuclear program, and Lebanon.","A breakthrough deal would de-escalate regional tensions but face significant implementation challenges given both sides' domestic political constraints.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9943","2042147914441740800","2026-04-09T07:50:02.000Z","BREAKING: Spain set to reopen its embassy in Iran","political","statement","IR;ES","","","","Iran","32.43","53.69","escalatory","4","TRUE","BREAKING: Spain set to reopen its embassy in Iran","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9944","2042169617922314500","2026-04-09T09:20:02.000Z","BREAKING: Netanyahu says Israel will continue to strike Hezbollah wherever necessary","military","airstrike","IL;LB","Benjamin Netanyahu","Hezbollah","","Israel","31.5","34.8","escalatory","4","TRUE","BREAKING: Netanyahu says Israel will continue to strike Hezbollah wherever necessary","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9945","2042179387060347100","2026-04-09T10:00:03.000Z","BREAKING: Abu Dhabi National Oil Company says that around 230 ships are loaded with oil and ready to sail, but adds that the 'Strait of Hormuz is not open'.","economic","energy","AE","","United Nations","","Abu Dhabi;Strait of Hormuz","26.5","56.3","escalatory","4","TRUE","BREAKING: Abu Dhabi National Oil Company says that around 230 ships are loaded with oil and ready to sail, but adds that the 'Strait of Horm","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9946","2042198242285482500","2026-04-09T11:10:02.000Z","From the Index Briefing for the 9th of April - https://t.co/rI7dVdP0mm

The world is watching how firm the ceasefire in the Middle East really is. Whether Lebanon is covered by the truce isn't a minor detail, it's a central issue in the conflict and reflective of US-Israeli efforts to curb Iran's regional influence. 

Accordingly, markets are caught between hope and reality; traders are now pricing in a muddled outcome, with some de-escalation but not a full resolution. Critically, oil bouncing back by over 3% suggests the market doesn't believe Hormuz is reopening soon.","diplomatic","ceasefire","IR;IL;LB","","United Nations","","Iran;Lebanon;Israel;Strait of Hormuz","31.5","34.8","de-escalatory","3","FALSE","From the Index Briefing for the 9th of April - https://t.co/rI7dVdP0mm

The world is watching how firm the ceasefire in the Middle East real","Diplomatic efforts to resolve the 2026 US-Iran war continued through Pakistani mediation in Islamabad, with key sticking points over Hormuz access, nuclear program, and Lebanon.","A breakthrough deal would de-escalate regional tensions but face significant implementation challenges given both sides' domestic political constraints.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9947","2042199949476274700","2026-04-09T11:20:02.000Z","BREAKING: European Union says navigation through Strait of Hormuz should be with 'no payment or toll whatsoever'","political","statement","","","United Nations;European Union","","Strait of Hormuz","26.5","56.3","escalatory","4","TRUE","BREAKING: European Union says navigation through Strait of Hormuz should be with 'no payment or toll whatsoever'","Developments continued in the context of the 2026 US-Israel-Iran war and its regional and global aftermath.","The situation remains fluid with significant potential for further escalation or diplomatic breakthrough.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/STS004-37-716_-_Strait_of_Hormuz.jpg/1280px-STS004-37-716_-_Strait_of_Hormuz.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9948","2042202346693022200","2026-04-09T11:30:03.000Z","BREAKING: Reuters reports that Russia's revenue from its biggest oil tax will double to $9 billion in April","economic","energy","RU","","European Union;Reuters","","","","","escalatory","4","TRUE","BREAKING: Reuters reports that Russia's revenue from its biggest oil tax will double to $9 billion in April","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Moscow_Kremlin_from_Kamenny_bridge.jpg/1280px-Moscow_Kremlin_from_Kamenny_bridge.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9949","2042203955808330200","2026-04-09T11:40:03.000Z","BREAKING: Iran's Speaker of Parliament says that Lebanon and the Resistance Axis are an 'inseparable part of the ceasefire'. https://t.co/6wa5dfa10s","diplomatic","ceasefire","IR;LB","","","","Lebanon;Iran","32.43","53.69","de-escalatory","3","TRUE","BREAKING: Iran's Speaker of Parliament says that Lebanon and the Resistance Axis are an 'inseparable part of the ceasefire'. https://t.co/6w","Diplomatic efforts to resolve the 2026 US-Iran war continued through Pakistani mediation in Islamabad, with key sticking points over Hormuz access, nuclear program, and Lebanon.","A breakthrough deal would de-escalate regional tensions but face significant implementation challenges given both sides' domestic political constraints.","unconfirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/United_States_Capitol_west_front_edit2.jpg/1280px-United_States_Capitol_west_front_edit2.jpg","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9950","2042207993773855200","2026-04-09T11:50:02.000Z","BREAKING: US crude oil prices rise by 5%, up to $99.5.","economic","oil_prices","","","","","","","","escalatory","2","TRUE","BREAKING: US crude oil prices rise by 5%, up to $99.5.","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","confirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Pumpjacks.JPG/1280px-Pumpjacks.JPG","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9951","2042207819190149600","2026-04-09T11:50:03.000Z","BREAKING: Iran’s President says Israel's strikes on Lebanon violate ceasefire","military","airstrike","IR;IL;LB","","","","Iran;Lebanon;Israel","31.5","34.8","de-escalatory","3","TRUE","BREAKING: Iran’s President says Israel's strikes on Lebanon violate ceasefire","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9952","2042208436222616000","2026-04-09T12:00:03.000Z","BREAKING: Iran's president says Israeli attacks on Lebanon 'render negotiations meaningless' and that 'our fingers remain on the trigger'.","military","military_operation","IR;IL;LB","","","","Iran;Lebanon;Israel","31.5","34.8","de-escalatory","3","TRUE","BREAKING: Iran's president says Israeli attacks on Lebanon 'render negotiations meaningless' and that 'our fingers remain on the trigger'.","Military operations continued as part of the 2026 US-Israel-Iran war and its aftermath, with ongoing strikes, blockade enforcement, and proxy conflicts across the Middle East.","Further escalation risks triggering broader regional war or renewed full-scale US-Iran military exchanges.","unconfirmed","0","[]","","","","","2026-05-10T04:51:07.955341+00:00","deep"
"9953","2042217411877949700","2026-04-09T12:30:03.000Z","Heating oil prices up 5%, now trading at over $4.","economic","oil_prices","","","","","","","","escalatory","2","FALSE","Heating oil prices up 5%, now trading at over $4.","The 2026 Iran war and resulting Strait of Hormuz disruptions drove global energy prices to their highest levels since 2022, with cascading effects across global supply chains.","Prolonged energy price elevation risks triggering global recession if not resolved within months.","confirmed","0","[]","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Pumpjacks.JPG/1280px-Pumpjacks.JPG","","","","2026-05-10T04:51:07.955341+00:00","deep"
